row ID,row m/z,row retention time,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,C18_Blank_resusp_GD5_01_19472.mzML Peak area,C18_Blank_resusp_GD5_01_19446.mzML Peak area,C18_Blank_resusp_GD5_01_19487.mzML Peak area,C18_Blank_resusp_GD5_01_19431.mzML Peak area,C18_Blank_resusp_GD5_01_19477.mzML Peak area,C18_Blank_resusp_GD5_01_19417.mzML Peak area,C18_Blank_resusp_GD5_01_19408.mzML Peak area,C18_Blank_resusp_GD5_01_19398.mzML Peak area,C18_Blank_resusp_TEMP_GD5_01_19492.mzML Peak area,C18_Blank_resusp_TEMP_GD5_01_19471.mzML Peak area,C18_Blank_resusp_TEMP_GD5_01_19397.mzML Peak area,C18_F1-1_F2-1_NIST-1_To-1noEx_GA6_01_19490.mzML Peak area,C18_F1-1_F2-1_NIST-1_To-1_GA6_01_19491.mzML Peak area,C18_F1-1_F2-1_NIST-1_To-1_GA6_01_19415.mzML Peak area,C18_F1-1_F2-1_NIST-2_To-1_GA7_01_19474.mzML Peak area,C18_F1-1_F2-1_NIST-1_To-1_GA6_01_19447.mzML Peak area,C18_F1-1_F2-1_GB3_01_19411.mzML Peak area,C18_F1-1_F2-1_NIST-2_To-1_GA7_01_19454.mzML Peak area,C18_F1-1_F2-1_NIST-1_To-2_GB1_01_19441.mzML Peak area,C18_F1-1_F2-1_NIST-1_To-2_GB1_01_19462.mzML Peak area,C18_F1-1_F2-1_GB3_01_19451.mzML Peak area,C18_F1-1_F2-1_NIST-2_To-1_GA7_01_19426.mzML Peak area,C18_F1-1_F2-1_GB3_01_19435.mzML Peak area,C18_F1-1_NIST-3_GD1_01_19482.mzML Peak area,C18_F1-1_NIST-3_GD1_01_19449.mzML Peak area,C18_F1-1_F2-2_NIST-1_To-1_GA8_01_19429.mzML Peak area,C18_F1-1_F2-2_NIST-1_To-1_GA8_01_19489.mzML Peak area,C18_F1-1_NIST-1_GC7_01_19466.mzML Peak area,C18_F1-1_F2-1_NIST-1_To-2_GB1_01_19443.mzML Peak area,C18_F1-1_F2-2_NIST-1_To-1_GA8_01_19414.mzML Peak area,C18_F1-1_NIST-1_GC7_01_19469.mzML Peak area,C18_F1-1_NIST-3_GD1_01_19400.mzML Peak area,C18_F1-1_NIST-1_GC7_01_19464.mzML Peak area,C18_F1-1_To-3_GC6_01_19473.mzML Peak area,C18_F1-2_F2-1_NIST-1_To-1_GB2_01_19484.mzML Peak area,C18_F1-1_To-1_GC4_01_19421.mzML Peak area,C18_F1-1_To-3_GC6_01_19460.mzML Peak area,C18_F1-1_F2-3_GB5_01_19430.mzML Peak area,C18_F1-2_F2-1_NIST-1_To-1_GB2_01_19425.mzML Peak area,C18_F1-1_F2-3_GB5_01_19413.mzML Peak area,C18_F2-1_NIST-1_GD2_01_19467.mzML Peak area,C18_F1-1_F2-3_GB5_01_19406.mzML Peak area,C18_F1-2_F2-1_NIST-1_To-1_GB2_01_19485.mzML Peak area,C18_F1-1_To-3_GC6_01_19420.mzML Peak area,C18_F1-1_To-1_GC4_01_19445.mzML Peak area,C18_F1-3_NIST-1_GC8_01_19458.mzML Peak area,C18_F1-1_To-1_GC4_01_19423.mzML Peak area,C18_F1-3_F2-1_GB4_01_19416.mzML Peak area,C18_F1-3_F2-1_GB4_01_19463.mzML Peak area,C18_F1-3_F2-1_GB4_01_19448.mzML Peak area,C18_F2-1_NIST-1_GD2_01_19428.mzML Peak area,C18_F1-3_NIST-1_GC8_01_19407.mzML Peak area,C18_F2-1_NIST-3_GD4_01_19452.mzML Peak area,C18_F2-1_NIST-1_GD2_01_19476.mzML Peak area,C18_F2-1_NIST-3_GD4_01_19440.mzML Peak area,C18_F2-1_NIST-3_GD4_01_19403.mzML Peak area,C18_F1-3_To-1_GC5_01_19479.mzML Peak area,C18_F2-1_To-3_GB8_01_19401.mzML Peak area,C18_F1-3_To-1_GC5_01_19486.mzML Peak area,C18_F2-1_To-1_GB6_01_19483.mzML Peak area,C18_F2-3_NIST-1_GD3_01_19456.mzML Peak area,C18_F1-3_NIST-1_GC8_01_19424.mzML Peak area,C18_F1_GA1_01_19488.mzML Peak area,C18_F2-3_NIST-1_GD3_01_19480.mzML Peak area,C18_NIST_GA4_01_19419.mzML Peak area,C18_NIST_GA4_01_19461.mzML Peak area,C18_NIST_GA4_01_19439.mzML Peak area,C18_F2-1_To-1_GB6_01_19453.mzML Peak area,C18_F1-3_To-1_GC5_01_19433.mzML Peak area,C18_F2-1_To-1_GB6_01_19438.mzML Peak area,C18_F2-3_To-1_GB7_01_19409.mzML Peak area,C18_F2-1_To-3_GB8_01_19404.mzML Peak area,C18_F2-3_To-1_GB7_01_19457.mzML Peak area,C18_F2-3_NIST-1_GD3_01_19436.mzML Peak area,C18_F2-3_To-1_GB7_01_19434.mzML Peak area,C18_F2_GA2_01_19478.mzML Peak area,C18_F1_GA1_01_19418.mzML Peak area,C18_F2-1_To-3_GB8_01_19422.mzML Peak area,C18_To-1_NIST-1_GC1_01_19481.mzML Peak area,C18_To-1_NIST-1_GC1_01_19402.mzML Peak area,C18_To-1_NIST-3_GC3_01_19459.mzML Peak area,C18_blank_SPE_GA5_01_19470.mzML Peak area,C18_To-1_NIST-3_GC3_01_19450.mzML Peak area,C18_To-1_NIST-3_GC3_01_19468.mzML Peak area,C18_blank_SPE_GA5_01_19399.mzML Peak area,C18_To_GA3_01_19427.mzML Peak area,C18_F1_GA1_01_19410.mzML Peak area,C18_To-1_NIST-1_GC1_01_19442.mzML Peak area,C18_F2_GA2_01_19444.mzML Peak area,C18_To-3_NIST-1_GC2_01_19412.mzML Peak area,C18_blank_SPE_GA5_01_19437.mzML Peak area,C18_To_GA3_01_19475.mzML Peak area,C18_To-3_NIST-1_GC2_01_19455.mzML Peak area,C18_To_GA3_01_19465.mzML Peak area,C18_F2_GA2_01_19405.mzML Peak area,C18_To-3_NIST-1_GC2_01_19432.mzML Peak area,RA2_QCmix_bench_no_exclusion_RA2_01_19396.mzML Peak area,
49,389.5114433499957,9.538274864864865,,,,,,,,22854.268500001846,13545.884699999962,21371.00550000109,8501.317199999534,4744.310100002056,17578.887899998994,9064.61609999996,5216.720999998941,8768.992199999586,11647.514399999644,17281.602899999918,0,0,0,0,0,0,0,0,9931.959000000172,0,0,0,0,0,24291.35219999996,0,0,17669.21669999988,0,0,0,9293.22449999937,19190.60850000001,7978.399800000615,0,10597.485600000555,0,0,0,21141.574799999456,0,0,8736.86519999986,0,0,0,0,0,0,0,0,0,0,11319.514499998877,0,12970.067399999742,12397.51979999987,0,0,30792.029100000203,0,0,16563.257999999892,12642.024900000031,0,15764.031599999176,0,0,0,14069.852700001378,0,0,0,0,9020.88000000008,0,0,10620.286500001219,7701.337500000114,0,0,4253.34330000047,0,0,0,0,0,25040.23170000042,0,8242.601999998635,0,0,0,20686.933200000825,10834.127999998755,4154.375099999118,
50,398.2414381876998,5.290706511627908,29,8,[M+Na]+,,2,1313;70,375.2522,27405.449100000027,26599.188599999605,29858.09970000018,37156.445700000404,27292.436700000122,38567.20289999997,43323.23669999958,52580.63520000014,31602.537299999614,27592.192199999277,40086.14850000034,0,0,0,0,0,0,156623.21369999996,0,0,0,218403.24390000215,111960.32849999933,0,0,378334.35870000016,0,0,0,555995.3576999967,0,0,0,0,360426.3098999996,0,233650.3461000048,0,0,88932.1938000005,0,0,278534.71289999806,456915.12029999465,0,242397.30360000316,0,0,0,0,0,306141.39930000354,0,449669.0141999959,0,180896.50740000085,0,0,0,0,122076.38970000166,300652.16100000043,0,0,39205.74900000039,80178.50669999993,130748.91300000003,0,403462.47809999506,0,169881.59279999978,0,0,0,373539.32940000074,0,445478.74859999964,0,94647.94830000045,0,90326.52690000113,77174.91509999931,58268.34120000035,0,38700.706500000204,0,787308.5325000009,108575.40240000075,0,0,119907.82080000048,0,0,0,352373.291699999,0,0,
51,389.51118691244244,9.901070454545453,,,,,,,,11078.629800000319,4361.835000000345,0,8347.353600000728,4817.836800000027,4828.706999999988,8564.900399999951,0,4277.844900000407,18268.154100002208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13974.320400000683,0,0,0,0,33857.52330000017,0,13637.626200000937,0,0,0,0,0,0,0,0,4042.638599999529,0,0,0,12977.233500000251,0,0,0,0,0,0,0,0,9171.669299999518,0,0,4339.984499999079,3767.5697999995946,16511.450699999543,4084.25160000029,0,0,0,8130.89970000028,0,11326.342199999539,3687.5340000004076,17163.923400000192,0,0,0,
52,389.5107282818935,9.373714333333332,,,,,,,,5698.06770000063,4470.163199999875,8955.688500000446,4358.801999999116,4743.572400001555,12947.335800001143,0,16395.61769999996,4524.565499999988,0,0,0,8081.5325999999395,0,10789.08449999985,9103.370100000746,0,0,9536.476500000263,0,0,0,0,0,10782.061500000164,0,16523.02710000028,40732.90800000007,0,0,0,23586.123300000552,34527.845399999766,0,24222.088799999932,8008.159200000121,9492.317999999654,0,0,0,0,0,0,0,0,0,0,18715.397400000824,0,0,0,0,0,0,0,13218.130800000803,0,0,0,0,0,13002.966000000368,0,0,4782.870000001374,4869.215999999433,3945.624000000794,0,0,0,0,0,0,0,0,0,6642.328800000087,0,0,8932.116000000555,0,0,0,0,0,0,7072.665600000502,0,0,0,3961.096799999122,0,0,0,0,0,0,
53,389.5108892844614,9.09877125,,,,,,,,11010.433499999759,4364.094000000879,4638.375000001034,4345.613999998624,0,0,13018.467600001399,0,12699.356999998785,0,5424.780000000429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4569.493499999988,4504.374600002403,8174.945399999984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13787.139599999966,0,0,11864.50650000049,0,7853.180999999909,0,16059.279599999982,4170.230999999989,17303.979899999696,0,0,0,0,0,
54,641.0044045984772,1.7097733333333331,,,,,,,,60830.7465,0,4655.9016000000265,16054.941300000039,14358.732300000152,5518.144800000031,4585.042800000211,4930.424099999866,4610.650199999952,4504.337999999987,0,0,12662.863199999983,41864.71319999992,31063.17479999996,0,7363.584000000041,13032.116999999995,16444.822500000115,15926.636999999975,0,13005.60300000003,3555.0276000000486,0,14957.39399999987,46719.4632,0,0,0,0,0,4728.281400000023,0,44348.79420000002,0,0,0,0,0,0,0,0,0,4275.3539999999875,13318.924800000203,7103.0687999999745,0,0,0,0,19257.893699999793,0,41844.0155999999,0,14747.261100000007,0,0,0,0,21907.490699999944,7091.657999999908,0,3440.852999999991,0,0,0,0,0,0,28630.829699999937,29703.42989999991,0,0,0,12419.221499999998,13701.044999999964,0,0,7227.801899999973,0,19446.26399999993,0,0,20159.611200000076,13877.537700000074,21207.46319999986,0,42569.93009999999,0,42814.68720000007,27253.778399999977,17730.27180000003,0,0,0,0,9728.198999999984,
55,641.0039486414476,1.940257741935484,,,,,,,,18958.87529999994,2459.462399999931,0,5364.009600000073,15012.009299999783,0,0,0,4584.637799999911,0,4729.022999999987,0,0,0,0,10659.473999999997,0,0,0,0,0,4226.808300000022,0,3966.3822000000214,0,0,0,0,0,4176.657900000091,3909.4685999999574,0,0,30627.66900000015,0,0,9864.45839999995,0,0,0,0,13770.565200000066,0,0,0,0,0,4149.620399999956,0,0,0,3820.43069999993,0,7325.031599999949,24242.09639999986,0,0,0,0,0,0,7233.263699999907,0,0,5077.672200000026,4815.017999999987,27881.96760000015,0,0,0,0,0,0,0,3573.8640000000205,0,0,4317.231600000024,0,0,9159.754800000126,0,0,8227.486499999979,5044.0454999999865,4937.5979999997835,0,0,0,8106.9239999999345,19538.410500000115,0,14955.87270000008,0,0,0,0,
56,641.0042695745316,1.624528125,,,,,,,,15534.633600000114,0,17359.15890000009,0,8533.086000000123,32639.689799999964,14630.241599999777,5067.035999999987,4683.036000000177,4538.977499999953,0,10683.819599999968,0,0,0,5995.200000000085,0,0,10606.170000000055,0,22936.935000000056,0,0,3964.2371999998627,0,33934.34399999997,0,4192.495199999954,0,0,0,4457.760600000061,3955.490399999925,0,0,4732.988400000027,11953.224000000104,16064.647500000006,37420.42769999998,45128.97660000003,0,0,0,0,27545.382000000056,0,0,15826.164300000055,0,18364.862999999987,0,0,0,11301.957899999932,0,0,0,4625.7947999999515,11733.505799999926,0,26865.469799999824,18844.362300000128,0,3303.6134999999626,5247.952199999942,0,0,0,0,44213.91479999998,0,0,25688.050199999903,49435.1079,0,0,12303.180599999972,16073.257499999912,6798.401999999942,0,0,18399.41430000003,23985.483899999836,14042.25,4890.690000000028,10023.841800000017,0,7606.825199999862,0,0,14411.70719999996,29934.564599999954,48862.169100000116,0,0,38634.20399999999,0,
57,389.5115475151643,9.718522307692307,,,,,,,,5509.288500000609,0,0,8860.649699999758,5247.524699999389,4866.047999999864,0,9412.640099999437,13510.261799999407,5982.804300001248,17250.559199998796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17925.50400000027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9652.528800000446,20251.59390000079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6915.072000000518,0,0,0,0,0,0,0,0,0,11782.730700000617,0,0,0,
58,565.5662205104193,15.088125352112677,,,,,,,,58028.844000000754,166029.26100000012,0,139087.20900000102,70159.8869999996,205672.0230000003,141196.25400000153,0,227838.30599999987,263559.2100000001,130757.17799999975,198969.19199999952,202601.364,154836.68699999887,218971.25099999967,127661.39999999982,125408.25599999969,226693.662,0,240444.01500000063,240718.14000000016,56110.26599999983,236525.8889999999,196089.89099999945,114281.37300000037,0,205830.39900000018,102261.51000000023,153415.99500000023,150596.68499999933,212357.93100000048,147574.51800000024,145401.46800000116,99134.86500000025,163782.99900000065,0,241668.52800000005,119599.57199999854,0,0,165037.91699999938,65693.00700000131,137787.18300000014,0,0,189183.3480000003,0,0,212457.74399999934,0,134079.06600000252,33349.72200000159,230917.69200000007,103228.34099999961,0,0,192171.63600000012,0,194208.10199999987,74485.07699999936,143843.94299999945,130671.72900000025,0,0,322980.78300000005,267222.4739999998,326871.0420000001,134010.75900000002,113805.69599999905,0,127820.51699999982,306564.37499999977,0,270054.5880000004,130331.70899999932,43594.12500000023,0,0,203856.3929999998,151526.66099999953,0,87386.77499999899,0,147745.27799999944,0,285743.01300000027,258373.4159999996,164553.42899999899,147795.38100000055,182042.1749999991,300836.5049999996,38482.863000002246,248780.78699999978,104305.00799999939,0,0,92504.47499999957,
59,641.0042807574046,1.2247996666666667,,,,,,,,5110.774199999946,0,4548.784500000173,14917.528800000118,0,10663.31579999996,0,8721.918000000129,0,9190.310399999977,14305.607699999968,0,0,0,0,8864.25660000004,0,0,4182.3329999999905,3980.250000000151,0,0,0,0,0,0,3119.3174999999896,0,0,0,3906.4344000000847,0,0,0,0,13807.63199999993,0,0,0,0,0,0,0,0,0,0,0,0,0,5605.590600000002,0,9248.042700000076,0,0,11383.542600000063,4473.504000000025,6214.859999999947,0,0,0,0,0,6042.5819999999485,0,5078.189999999985,14545.027800000116,4379.686199999919,0,0,0,0,0,0,0,0,0,0,13157.822999999964,0,0,0,19074.949500000108,0,0,35905.66979999999,12551.125499999858,17922.91349999982,0,0,0,29142.462900000126,0,18693.41939999983,0,0,0,10821.67020000005,
60,641.0042849387007,1.5663279452054795,,,,,,,,15582.350699999879,0,4512.594900000025,0,27478.63889999999,5524.845300000076,0,4944.711900000148,4615.227299999915,17907.052199999915,9212.790000000197,18357.327599999946,6262.918199999918,10952.414700000023,4001.872499999958,22950.39839999997,4607.038800000026,22835.097300000056,26560.385100000036,0,22721.145599999963,7556.975999999935,24175.49820000012,4183.783800000125,12771.336000000105,35494.500299999854,3423.4785000001298,6963.242999999938,7326.889200000078,15388.613400000053,0,0,15428.849099999925,0,20794.513199999994,17400.367500000095,0,18827.425800000183,35166.337799999936,0,0,32627.475899999954,6790.398600000092,12403.574100000069,3679.8665999998952,10296.82979999992,42730.81740000012,23792.36189999979,7929.121500000134,3651.58439999996,13613.836500000118,22822.792199999858,42640.83060000006,0,0,10942.731599999983,19776.950099999904,4503.680999999989,18244.81860000002,0,0,0,3396.7776000000736,0,15318.429299999949,29067.359100000103,0,0,4009.582500000022,22610.433599999924,0,0,26009.598600000034,38630.849099999905,62483.75430000013,0,23114.031000000017,14463.353099999878,28304.112899999913,21329.826000000045,17915.23229999991,8952.999599999977,11650.715999999924,12710.433599999966,0,10249.390500000016,25321.193400000066,23091.924000000028,8759.03939999991,0,0,26849.0889,31399.473300000034,6965.47799999994,15334.756499999981,9067.833899999903,22509.033600000053,
61,245.0788441610347,4.742480400000001,26,,,,,,,31546.607399999943,29911.86629999964,39215.556600000345,42005.41680000003,32168.62469999992,31992.834599999787,20326.711199999918,12308.174099999844,43475.14590000035,25270.89030000006,0,0,178088.0819999986,171614.73599999992,0,186477.73829999942,268356.91770000174,0,0,0,364199.8878000008,0,415986.31049999996,190564.42290000207,197165.55240000135,0,0,0,0,0,0,261896.7083999984,0,381342.9005999982,224168.86499999906,0,423869.28570000024,0,250873.88580000156,0,139082.6880000013,0,242993.82810000025,505305.7035000011,0,216478.39769999814,0,178195.629300002,160330.0712999986,188105.44290000192,124562.61959999926,231993.94139999905,0,157173.43889999937,0,0,203225.31269999754,218609.53439999832,222620.92440000048,0,0,253924.70339999764,0,0,0,0,0,0,258353.33159999945,0,0,387268.41419999354,0,0,0,0,0,395665.0677000042,0,0,0,154508.81430000043,0,78986.47109999966,106167.42420000049,21183.326400000144,0,0,0,232711.42379999935,229334.74739999927,74503.04280000043,274215.8880000009,0,0,277529.79480000125,2996292.1947000003,
62,641.004326495242,2.106247777777778,,,,,,,,9882.745199999816,2659.1099999998646,0,5591.041199999939,4759.1024999999845,10592.311799999712,15028.289700000081,13875.909900000075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10040.733000000184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25651.973399999904,0,0,0,0,0,0,0,0,0,0,0,0,0,27066.553800000147,0,0,0,0,0,0,4080.2274000002876,18648.108600000054,17877.97440000016,4664.015999999839,0,0,5092.18800000011,4958.5769999999875,0,13213.711499999998,0,0,0,0,30660.543899999855,0,0,0,0,
63,641.0043474065354,1.372754603174603,,,,,,,,5062.698899999947,0,15310.180800000007,9254.456099999834,23929.172399999974,15309.045900000081,0,9935.738099999897,0,9196.470300000086,0,21492.70379999991,0,11381.626200000093,7107.02160000017,0,40771.425299999944,18357.189300000027,28312.53989999988,19789.02329999997,0,0,3968.2944000000225,20424.30539999979,12168.278399999992,15068.986800000039,0,8297.094599999948,37649.57460000002,6720.434999999938,11691.389700000065,11431.015200000023,4419.229499999953,8728.797599999758,9242.849999999922,11316.96000000006,0,52678.761600000136,19373.806199999985,16962.26999999999,0,0,25380.790800000093,0,0,17256.883800000094,0,42387.54600000006,54279.38490000004,10280.033999999996,25860.660599999897,19842.86159999994,21277.600200000183,27135.341999999833,10910.937599999948,0,13563.733800000038,4514.38499999999,18333.258900000044,33422.30610000003,94162.70100000002,50757.80069999992,29292.378900000094,16769.327999999943,5075.947800000027,19447.980300000192,13404.297600000038,0,9247.941600000078,0,0,0,0,19617.378300000066,0,29966.15730000013,4188.010199999787,0,4039.483500000153,0,32120.03400000013,0,0,4434.166800000204,13631.278199999912,0,7182.969299999904,0,47269.11150000013,0,5411.905199999943,0,0,0,32817.22890000003,0,0,
64,776.2318939432291,15.420021568627442,138,199,[M+NH4]+,,1,191,758.1981,32249.48999999936,47217.87300000088,37280.235000000735,28699.304999999735,28163.118000000417,25841.304000000604,17719.430999999047,21818.306999999826,0,46146.91499999974,37317.14099999991,54482.33700000054,0,102863.64600000471,0,115798.13399999999,86759.13299999997,37542.074999998935,0,0,0,0,121875.80699999907,53802.00899999977,73487.50200000036,57942.57899999848,0,42024.94800000066,0,60585.798000000104,40193.5799999991,107138.21700000144,38591.00100000022,84830.07299999823,0,0,129965.85599999683,0,0,0,0,0,52260.48899999967,148916.6759999999,0,0,0,61505.28600000023,66666.84600000022,0,0,0,62436.85799999997,0,70035.67200000149,90891.659999999,0,69014.19300000055,0,0,0,0,0,0,35256.75900000049,0,67291.36200000059,0,70954.66799999887,0,0,112635.10800000021,0,0,0,0,58798.41899999829,0,32042.645999999648,0,59269.44600000017,60191.86800000064,43914.50699999975,56293.40100000088,41262.32100000043,0,60930.90600000017,48147.741000000366,50209.2240000006,0,66075.35100000114,0,60862.68000000296,0,0,0,93506.79900000161,
65,641.0043848874857,1.4503870370370366,,,,,,,,9925.868100000132,0,36545.40360000013,10470.596399999933,26676.569700000182,11467.878899999963,4521.231000000172,29097.203400000035,7899.815999999929,22668.69150000016,0,8882.900400000102,0,10815.550800000092,16930.37670000005,6086.404799999973,14183.426399999924,0,10118.304000000051,4153.175400000023,17879.994300000097,0,19079.424000000137,8177.7105000000765,11178.760200000026,0,3150.8568000000178,4011.9735000000874,0,3740.804999999959,7889.659200000015,12347.105400000148,11268.336899999962,0,0,0,0,30869.031899999965,0,30983.21699999978,36330.354300000094,28528.611000000048,0,10431.299999999885,0,3905.66160000002,0,17283.515400000022,0,3326.9534999999914,0,0,0,3777.66510000002,0,4331.149200000024,9866.849999999964,0,0,0,0,4161.981600000024,3327.655499999991,0,49349.34270000001,8562.003899999809,28280.686200000106,0,0,3671.236800000169,0,0,0,13515.314100000007,12005.379899999978,19544.6399999999,14331.57600000011,0,0,0,0,0,16019.726999999872,0,5129.171999999776,0,0,0,17116.34220000007,10081.734299999896,22627.1054999998,0,0,0,9319.417499999994,0,26529.046200000084,
66,641.0040994171169,1.4857124528301888,,,,,,,,9754.095900000008,0,8181.344999999932,14068.652400000161,15361.736700000001,0,0,4882.597200000225,18118.433699999994,16592.60670000002,4602.493500000025,0,12628.378500000146,19130.058599999844,36007.99200000001,0,0,0,24176.017499999936,0,68509.6893,13424.083499999826,0,10506.781199999947,26305.871999999952,0,0,4352.609999999987,0,22448.611199999854,40378.13640000007,34302.88620000004,0,14409.901199999955,0,21270.905400000072,13483.073999999999,0,14428.557000000073,24375.784200000024,0,0,40170.15209999998,0,33398.8773,25568.03309999993,45606.65579999994,0,0,16541.47469999994,0,3978.7604999998284,4405.317599999954,18962.336700000003,18744.93629999984,0,17676.197699999968,7617.6765000001105,3327.701400000099,0,0,15547.70639999991,10452.33719999989,7092.23999999998,28331.08019999978,30243.667800000127,8999.35470000012,0,0,0,0,0,0,0,12367.364699999922,19214.95500000004,0,9628.191000000112,0,0,4521.757499999988,0,27094.186199999964,22001.05499999994,17857.576800000046,0,11498.506800000137,0,22388.223000000005,0,0,0,10047.084299999951,0,0,0,0,
67,641.0041465592799,1.6666550000000002,,,,,,,,14824.589399999917,0,8820.626999999931,19705.077600000182,14628.119400000118,5510.0304000000315,15423.706800000042,20591.348999999824,8938.188000000158,4490.167499999989,0,0,0,0,0,0,4749.769200000142,0,0,0,0,0,31302.950100000024,0,3968.605800000183,0,12276.111600000035,0,24088.13489999996,15168.743999999946,0,0,13863.584400000009,0,0,16651.40400000012,30520.682999999895,0,0,3873.81149999999,6790.4693999999745,53680.709100000066,44494.06920000011,0,18491.24399999987,6771.907800000163,16699.465500000115,14789.20950000004,3669.75180000002,0,48482.088599999835,0,0,0,31678.7046000001,4612.377600000061,0,0,0,0,0,0,0,6074.665800000062,10449.228900000267,4726.876199999951,4601.4689999998045,67387.65330000003,0,0,14337.098999999744,0,14937.157800000128,9055.858800000133,43422.18180000006,30727.97910000008,0,36495.684900000146,0,0,0,0,34252.90200000006,0,8931.728399999964,20945.389799999983,0,0,19358.530199999946,40254.8519999999,4806.239999999912,31160.292000000016,0,15435.986400000169,28976.89949999989,43897.22399999999,33259.29029999998,
68,641.0045100546832,2.065570666666667,,,,,,,,4844.096400000143,2544.095400000117,8898.209100000124,0,19998.469200000138,5315.526000000202,49994.644200000104,0,4636.57410000029,4217.434800000022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15506.862600000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18455.930999999746,0,0,12239.774399999907,13737.375,0,0,0,0,0,0,0,0,0,0,9424.116600000234,0,0,10253.434200000182,0,0,0,0,4810.063799999872,0,0,0,0,0,0,0,
69,641.0042598310449,1.7762263157894738,,,,,,,,4895.800800000026,0,4645.9739999999865,0,14095.510199999786,29908.802099999943,12757.085100000182,5079.722999999988,4314.016799999953,4496.889600000134,23113.551900000282,0,0,0,0,0,0,0,0,0,0,18671.925599999984,0,9746.784000000049,0,0,0,0,0,0,0,0,0,0,0,0,0,6156.630000000147,0,0,13526.905499999888,0,0,0,0,0,0,0,0,0,22062.547799999935,0,17759.69999999995,0,4142.048400000023,11963.463600000134,0,0,0,3515.4464999999354,0,0,0,5803.3248000000585,19726.53209999997,27805.07190000022,25163.51219999988,6134.875199999976,0,0,17257.376999999986,0,0,36403.60949999997,5828.355000000086,0,0,22285.15169999989,0,25594.839600000018,12331.809000000176,4427.110800000025,12351.177899999926,0,19168.800000000025,14534.192400000124,0,0,0,15187.775399999957,0,0,22999.215000000222,27731.261099999927,0,18309.739500000134,30236.23859999996,
70,376.2595129657247,5.289623384615385,29,8,[M+H]+,,2,50;1313,375.2522,23706.934800000054,27793.642499999598,0,33848.032200000416,0,34445.06279999996,37118.3621999996,45140.57520000018,19957.997999999643,22443.08219999943,39879.22950000034,64325.18880000127,106675.59480000075,101529.51900000051,108861.68909999897,123103.2794999984,52982.14050000037,141751.16909999997,42476.53380000064,51306.52560000093,67319.73509999785,202927.28100000197,51347.60760000099,33131.16329999941,53607.18960000014,366466.31399999943,182573.41079999917,99449.32260000017,62968.612500000716,651440.7326999959,101792.49779999827,91052.00159999961,135845.04330000002,130198.01339999746,339334.59629999916,50890.72409999972,165796.38390000383,36865.31999999836,214362.4674000015,72375.28740000106,0,90299.16719999877,249133.22699999862,462602.5256999943,89461.03890000161,225766.175700003,96907.56330000052,42918.4694999994,30661.497000001797,71358.72089999933,0,324135.31920000416,0,509092.3805999949,0,174371.2428000008,176369.91360000102,0,138781.28579999687,0,0,296932.8168000004,145758.28320000344,0,0,68024.59589999993,125115.65700000006,0,343349.6807999952,227999.60910000058,159463.0568999998,0,0,0,387236.5029000008,0,463800.69059999834,0,0,0,0,64575.58919999934,0,0,0,0,1026229.8018000016,0,0,0,104069.20080000046,0,0,0,395969.12279999943,0,0,
71,641.0043094023107,1.970015925925926,,,,,,,,4804.125000000182,0,13699.362600000113,0,14770.086300000074,63999.65610000001,26819.2242,19411.57740000011,4635.419999999985,0,0,0,0,8072.026200000003,0,3407.8589999999876,0,0,0,0,0,0,0,4061.4335999998593,0,0,0,0,0,0,8193.880499999877,15491.406000000046,0,0,0,0,9994.488000000118,0,0,0,0,0,0,0,0,0,0,0,0,0,14591.759999999811,0,14017.535999999964,0,0,4459.908600000133,0,0,8882.459700000021,0,0,0,0,0,5488.235999999986,23767.266299999887,23657.12760000013,0,0,14476.803000000042,0,0,0,0,0,0,0,0,0,19539.133499999996,0,0,12870.302700000142,0,28712.66819999984,16104.735000000002,0,0,0,0,9607.050000000323,0,0,0,0,0,21949.11270000006,
